provinsi,wilayah,tahun_tanggal,positif_covid,kematian
Northern Territory,Australia,2021-02-17,103,0
Queensland,Australia,2021-02-17,1320,6
South Australia,Australia,2021-02-17,608,4
Tasmania,Australia,2021-02-17,234,13
Victoria,Australia,2021-02-17,20476,820
Western Australia,Australia,2021-02-17,910,9
Australian Capital Territory,Australia,2021-02-18,118,3
New South Wales,Australia,2021-02-18,5145,54
Northern Territory,Australia,2021-02-18,103,0
Queensland,Australia,2021-02-18,1321,6
South Australia,Australia,2021-02-18,608,4
Tasmania,Australia,2021-02-18,234,13
Victoria,Australia,2021-02-18,20479,820
Western Australia,Australia,2021-02-18,910,9
Australian Capital Territory,Australia,2021-02-19,118,3
New South Wales,Australia,2021-02-19,5146,54
Northern Territory,Australia,2021-02-19,104,0
Queensland,Australia,2021-02-19,1321,6
South Australia,Australia,2021-02-19,608,4
Tasmania,Australia,2021-02-19,234,13
Victoria,Australia,2021-02-19,20479,820
Western Australia,Australia,2021-02-19,910,9
Australian Capital Territory,Australia,2021-02-20,118,3
New South Wales,Australia,2021-02-20,5149,54
Northern Territory,Australia,2021-02-20,104,0
Queensland,Australia,2021-02-20,1321,6
South Australia,Australia,2021-02-20,610,4
Tasmania,Australia,2021-02-20,234,13
Victoria,Australia,2021-02-20,20479,820
Western Australia,Australia,2021-02-20,911,9
Australian Capital Territory,Australia,2021-02-21,118,3
New South Wales,Australia,2021-02-21,5150,54
Northern Territory,Australia,2021-02-21,104,0
Queensland,Australia,2021-02-21,1323,6
South Australia,Australia,2021-02-21,610,4
Tasmania,Australia,2021-02-21,234,13
Victoria,Australia,2021-02-21,20479,820
Western Australia,Australia,2021-02-21,912,9
Australian Capital Territory,Australia,2021-02-22,118,3
New South Wales,Australia,2021-02-22,5154,54
Northern Territory,Australia,2021-02-22,104,0
Queensland,Australia,2021-02-22,1323,6
South Australia,Australia,2021-02-22,612,4
Tasmania,Australia,2021-02-22,234,13
Victoria,Australia,2021-02-22,20479,820
Western Australia,Australia,2021-02-22,913,9
Australian Capital Territory,Australia,2021-02-23,118,3
New South Wales,Australia,2021-02-23,5155,54
Northern Territory,Australia,2021-02-23,104,0
Queensland,Australia,2021-02-23,1323,6
South Australia,Australia,2021-02-23,613,4
Tasmania,Australia,2021-02-23,234,13
Victoria,Australia,2021-02-23,20479,820
Western Australia,Australia,2021-02-23,913,9
Australian Capital Territory,Australia,2021-02-24,118,3
New South Wales,Australia,2021-02-24,5162,54
Northern Territory,Australia,2021-02-24,104,0
Queensland,Australia,2021-02-24,1324,6
South Australia,Australia,2021-02-24,613,4
Tasmania,Australia,2021-02-24,234,13
Victoria,Australia,2021-02-24,20479,820
Western Australia,Australia,2021-02-24,913,9
Australian Capital Territory,Australia,2021-02-25,118,3
New South Wales,Australia,2021-02-25,5166,54
Northern Territory,Australia,2021-02-25,104,0
Queensland,Australia,2021-02-25,1328,6
South Australia,Australia,2021-02-25,613,4
Tasmania,Australia,2021-02-25,234,13
Victoria,Australia,2021-02-25,20481,820
Western Australia,Australia,2021-02-25,913,9
Australian Capital Territory,Australia,2021-02-26,118,3
New South Wales,Australia,2021-02-26,5172,54
Northern Territory,Australia,2021-02-26,105,0
Queensland,Australia,2021-02-26,1329,6
South Australia,Australia,2021-02-26,613,4
Tasmania,Australia,2021-02-26,234,13
Victoria,Australia,2021-02-26,20481,820
Western Australia,Australia,2021-02-26,913,9
Australian Capital Territory,Australia,2021-02-27,118,3
New South Wales,Australia,2021-02-27,5177,54
Northern Territory,Australia,2021-02-27,105,0
Queensland,Australia,2021-02-27,1329,6
South Australia,Australia,2021-02-27,613,4
Tasmania,Australia,2021-02-27,234,13
Victoria,Australia,2021-02-27,20481,820
Western Australia,Australia,2021-02-27,913,9
Australian Capital Territory,Australia,2021-02-28,118,3
New South Wales,Australia,2021-02-28,5180,54
Northern Territory,Australia,2021-02-28,105,0
Queensland,Australia,2021-02-28,1331,6
South Australia,Australia,2021-02-28,616,4
Tasmania,Australia,2021-02-28,234,13
Victoria,Australia,2021-02-28,20481,820
Western Australia,Australia,2021-02-28,913,9
Australian Capital Territory,Australia,2021-03-01,118,3
New South Wales,Australia,2021-03-01,5183,54
Northern Territory,Australia,2021-03-01,105,0
Queensland,Australia,2021-03-01,1335,6
South Australia,Australia,2021-03-01,617,4
Tasmania,Australia,2021-03-01,234,13
Victoria,Australia,2021-03-01,20481,820
Western Australia,Australia,2021-03-01,913,9
Australian Capital Territory,Australia,2021-03-02,120,3
New South Wales,Australia,2021-03-02,5189,54
Northern Territory,Australia,2021-03-02,105,0
Queensland,Australia,2021-03-02,1335,6
South Australia,Australia,2021-03-02,618,4
Tasmania,Australia,2021-03-02,234,13
Victoria,Australia,2021-03-02,20481,820
Western Australia,Australia,2021-03-02,914,9
Australian Capital Territory,Australia,2021-03-03,120,3
New South Wales,Australia,2021-03-03,5193,54
Northern Territory,Australia,2021-03-03,105,0
Queensland,Australia,2021-03-03,1342,6
South Australia,Australia,2021-03-03,618,4
Tasmania,Australia,2021-03-03,234,13
Victoria,Australia,2021-03-03,20481,820
Western Australia,Australia,2021-03-03,914,9
Australian Capital Territory,Australia,2021-03-04,120,3
New South Wales,Australia,2021-03-04,5205,54
Northern Territory,Australia,2021-03-04,105,0
Queensland,Australia,2021-03-04,1344,6
South Australia,Australia,2021-03-04,618,4
Tasmania,Australia,2021-03-04,234,13
Victoria,Australia,2021-03-04,20481,820
Western Australia,Australia,2021-03-04,914,9
Australian Capital Territory,Australia,2021-03-05,120,3
New South Wales,Australia,2021-03-05,5207,54
Northern Territory,Australia,2021-03-05,105,0
Queensland,Australia,2021-03-05,1347,6
South Australia,Australia,2021-03-05,618,4
Tasmania,Australia,2021-03-05,234,13
Victoria,Australia,2021-03-05,20482,820
Western Australia,Australia,2021-03-05,916,9
Australian Capital Territory,Australia,2021-03-06,122,3
New South Wales,Australia,2021-03-06,5209,54
Northern Territory,Australia,2021-03-06,105,0
Queensland,Australia,2021-03-06,1349,6
South Australia,Australia,2021-03-06,618,4
Tasmania,Australia,2021-03-06,234,13
Victoria,Australia,2021-03-06,20481,820
Western Australia,Australia,2021-03-06,916,9
Australian Capital Territory,Australia,2021-03-07,122,3
New South Wales,Australia,2021-03-07,5210,54
Northern Territory,Australia,2021-03-07,105,0
Queensland,Australia,2021-03-07,1356,6
South Australia,Australia,2021-03-07,618,4
Tasmania,Australia,2021-03-07,234,13
Victoria,Australia,2021-03-07,20482,820
Western Australia,Australia,2021-03-07,919,9
Australian Capital Territory,Australia,2021-03-08,122,3
New South Wales,Australia,2021-03-08,5215,54
Northern Territory,Australia,2021-03-08,105,0
Queensland,Australia,2021-03-08,1362,6
South Australia,Australia,2021-03-08,620,4
Tasmania,Australia,2021-03-08,234,13
Victoria,Australia,2021-03-08,20483,820
Western Australia,Australia,2021-03-08,920,9
Australian Capital Territory,Australia,2021-03-09,123,3
New South Wales,Australia,2021-03-09,5220,54
Northern Territory,Australia,2021-03-09,105,0
Queensland,Australia,2021-03-09,1367,6
South Australia,Australia,2021-03-09,621,4
Tasmania,Australia,2021-03-09,234,13
Victoria,Australia,2021-03-09,20483,820
Western Australia,Australia,2021-03-09,921,9
Australian Capital Territory,Australia,2021-03-10,123,3
New South Wales,Australia,2021-03-10,5226,54
Northern Territory,Australia,2021-03-10,105,0
Queensland,Australia,2021-03-10,1373,6
South Australia,Australia,2021-03-10,624,4
Tasmania,Australia,2021-03-10,234,13
Victoria,Australia,2021-03-10,20483,820
Western Australia,Australia,2021-03-10,922,9
Australian Capital Territory,Australia,2021-03-11,123,3
New South Wales,Australia,2021-03-11,5234,54
Northern Territory,Australia,2021-03-11,105,0
Queensland,Australia,2021-03-11,1375,6
South Australia,Australia,2021-03-11,626,4
Tasmania,Australia,2021-03-11,234,13
Victoria,Australia,2021-03-11,20483,820
Western Australia,Australia,2021-03-11,922,9
Australian Capital Territory,Australia,2021-03-12,123,3
New South Wales,Australia,2021-03-12,5234,54
Northern Territory,Australia,2021-03-12,105,0
Queensland,Australia,2021-03-12,1379,6
South Australia,Australia,2021-03-12,631,4
Tasmania,Australia,2021-03-12,234,13
Victoria,Australia,2021-03-12,20483,820
Western Australia,Australia,2021-03-12,923,9
Australian Capital Territory,Australia,2021-03-13,123,3
New South Wales,Australia,2021-03-13,5237,54
Northern Territory,Australia,2021-03-13,105,0
Queensland,Australia,2021-03-13,1380,6
South Australia,Australia,2021-03-13,631,4
Tasmania,Australia,2021-03-13,234,13
Victoria,Australia,2021-03-13,20483,820
Western Australia,Australia,2021-03-13,924,9
Australian Capital Territory,Australia,2021-03-14,123,3
New South Wales,Australia,2021-03-14,5240,54
Northern Territory,Australia,2021-03-14,105,0
Queensland,Australia,2021-03-14,1386,6
South Australia,Australia,2021-03-14,634,4
Tasmania,Australia,2021-03-14,234,13
Victoria,Australia,2021-03-14,20483,820
Western Australia,Australia,2021-03-14,925,9
Australian Capital Territory,Australia,2021-03-15,123,3
New South Wales,Australia,2021-03-15,5242,54
Northern Territory,Australia,2021-03-15,105,0
Queensland,Australia,2021-03-15,1388,6
South Australia,Australia,2021-03-15,636,4
Tasmania,Australia,2021-03-15,234,13
Victoria,Australia,2021-03-15,20483,820
Western Australia,Australia,2021-03-15,926,9
Australian Capital Territory,Australia,2021-03-16,123,3
New South Wales,Australia,2021-03-16,5249,54
Northern Territory,Australia,2021-03-16,106,0
Queensland,Australia,2021-03-16,1394,6
South Australia,Australia,2021-03-16,638,4
Tasmania,Australia,2021-03-16,234,13
Victoria,Australia,2021-03-16,20483,820
Western Australia,Australia,2021-03-16,927,9
Australian Capital Territory,Australia,2021-03-17,123,3
New South Wales,Australia,2021-03-17,5251,54
Northern Territory,Australia,2021-03-17,106,0
Queensland,Australia,2021-03-17,1402,6
South Australia,Australia,2021-03-17,640,4
Tasmania,Australia,2021-03-17,234,13
Victoria,Australia,2021-03-17,20483,820
Western Australia,Australia,2021-03-17,927,9
Australian Capital Territory,Australia,2021-03-18,123,3
New South Wales,Australia,2021-03-18,5256,54
Northern Territory,Australia,2021-03-18,106,0
Queensland,Australia,2021-03-18,1411,6
South Australia,Australia,2021-03-18,641,4
Tasmania,Australia,2021-03-18,234,13
Victoria,Australia,2021-03-18,20483,820
Western Australia,Australia,2021-03-18,929,9
Australian Capital Territory,Australia,2021-03-19,123,3
New South Wales,Australia,2021-03-19,5259,54
Northern Territory,Australia,2021-03-19,106,0
Queensland,Australia,2021-03-19,1415,6
South Australia,Australia,2021-03-19,642,4
Tasmania,Australia,2021-03-19,234,13
Victoria,Australia,2021-03-19,20483,820
Western Australia,Australia,2021-03-19,930,9
Australian Capital Territory,Australia,2021-03-20,123,3
New South Wales,Australia,2021-03-20,5261,54
Northern Territory,Australia,2021-03-20,106,0
Queensland,Australia,2021-03-20,1417,6
South Australia,Australia,2021-03-20,642,4
Tasmania,Australia,2021-03-20,234,13
Victoria,Australia,2021-03-20,20483,820
Western Australia,Australia,2021-03-20,930,9
Australian Capital Territory,Australia,2021-03-21,123,3
New South Wales,Australia,2021-03-21,5266,54
Northern Territory,Australia,2021-03-21,106,0
Queensland,Australia,2021-03-21,1421,6
South Australia,Australia,2021-03-21,642,4
Tasmania,Australia,2021-03-21,234,13
Victoria,Australia,2021-03-21,20483,820
Western Australia,Australia,2021-03-21,931,9
Australian Capital Territory,Australia,2021-03-22,123,3
New South Wales,Australia,2021-03-22,5270,54
Northern Territory,Australia,2021-03-22,106,0
Queensland,Australia,2021-03-22,1422,6
South Australia,Australia,2021-03-22,642,4
Tasmania,Australia,2021-03-22,234,13
Victoria,Australia,2021-03-22,20483,820
Western Australia,Australia,2021-03-22,931,9
Australian Capital Territory,Australia,2021-03-23,123,3
New South Wales,Australia,2021-03-23,5273,54
Northern Territory,Australia,2021-03-23,106,0
Queensland,Australia,2021-03-23,1426,6
South Australia,Australia,2021-03-23,644,4
Tasmania,Australia,2021-03-23,234,13
Victoria,Australia,2021-03-23,20483,820
Western Australia,Australia,2021-03-23,932,9
Australian Capital Territory,Australia,2021-03-24,123,3
New South Wales,Australia,2021-03-24,5277,54
Northern Territory,Australia,2021-03-24,106,0
Queensland,Australia,2021-03-24,1429,6
South Australia,Australia,2021-03-24,644,4
Tasmania,Australia,2021-03-24,234,13
Victoria,Australia,2021-03-24,20483,820
Western Australia,Australia,2021-03-24,934,9
Australian Capital Territory,Australia,2021-03-25,123,3
New South Wales,Australia,2021-03-25,5278,54
Northern Territory,Australia,2021-03-25,106,0
Queensland,Australia,2021-03-25,1436,6
South Australia,Australia,2021-03-25,645,4
Tasmania,Australia,2021-03-25,234,13
Victoria,Australia,2021-03-25,20483,820
Western Australia,Australia,2021-03-25,934,9
Australian Capital Territory,Australia,2021-03-26,123,3
New South Wales,Australia,2021-03-26,5281,54
Northern Territory,Australia,2021-03-26,106,0
Queensland,Australia,2021-03-26,1443,6
South Australia,Australia,2021-03-26,648,4
Tasmania,Australia,2021-03-26,234,13
Victoria,Australia,2021-03-26,20483,820
Western Australia,Australia,2021-03-26,934,9
Australian Capital Territory,Australia,2021-03-27,123,3
New South Wales,Australia,2021-03-27,5281,54
Northern Territory,Australia,2021-03-27,107,0
Queensland,Australia,2021-03-27,1446,6
South Australia,Australia,2021-03-27,650,4
Tasmania,Australia,2021-03-27,234,13
Victoria,Australia,2021-03-27,20483,820
Western Australia,Australia,2021-03-27,935,9
Australian Capital Territory,Australia,2021-03-28,123,3
New South Wales,Australia,2021-03-28,5283,54
Northern Territory,Australia,2021-03-28,108,0
Queensland,Australia,2021-03-28,1456,6
South Australia,Australia,2021-03-28,650,4
Tasmania,Australia,2021-03-28,234,13
Victoria,Australia,2021-03-28,20484,820
Western Australia,Australia,2021-03-28,938,9
Australian Capital Territory,Australia,2021-03-29,123,3
New South Wales,Australia,2021-03-29,5288,54
Northern Territory,Australia,2021-03-29,108,0
Queensland,Australia,2021-03-29,1466,6
South Australia,Australia,2021-03-29,655,4
Tasmania,Australia,2021-03-29,234,13
Victoria,Australia,2021-03-29,20484,820
Western Australia,Australia,2021-03-29,938,9
Australian Capital Territory,Australia,2021-03-30,123,3
New South Wales,Australia,2021-03-30,5291,54
Northern Territory,Australia,2021-03-30,108,0
Queensland,Australia,2021-03-30,1467,6
South Australia,Australia,2021-03-30,655,4
Tasmania,Australia,2021-03-30,234,13
Victoria,Australia,2021-03-30,20484,820
Western Australia,Australia,2021-03-30,942,9
Australian Capital Territory,Australia,2021-03-31,123,3
New South Wales,Australia,2021-03-31,5296,54
Northern Territory,Australia,2021-03-31,108,0
Queensland,Australia,2021-03-31,1477,6
South Australia,Australia,2021-03-31,656,4
Tasmania,Australia,2021-03-31,234,13
Victoria,Australia,2021-03-31,20484,820
Western Australia,Australia,2021-03-31,944,9
Australian Capital Territory,Australia,2021-04-01,123,3
New South Wales,Australia,2021-04-01,5296,54
Northern Territory,Australia,2021-04-01,109,0
Queensland,Australia,2021-04-01,1485,6
South Australia,Australia,2021-04-01,658,4
Tasmania,Australia,2021-04-01,234,13
Victoria,Australia,2021-04-01,20484,820
Western Australia,Australia,2021-04-01,944,9
Australian Capital Territory,Australia,2021-04-02,123,3
New South Wales,Australia,2021-04-02,5299,54
Northern Territory,Australia,2021-04-02,111,0
Queensland,Australia,2021-04-02,1488,6
South Australia,Australia,2021-04-02,658,4
Tasmania,Australia,2021-04-02,234,13
Victoria,Australia,2021-04-02,20484,820
Western Australia,Australia,2021-04-02,944,9
Australian Capital Territory,Australia,2021-04-03,123,3
New South Wales,Australia,2021-04-03,5300,54
Northern Territory,Australia,2021-04-03,112,0
Queensland,Australia,2021-04-03,1489,6
South Australia,Australia,2021-04-03,659,4
Tasmania,Australia,2021-04-03,234,13
Victoria,Australia,2021-04-03,20484,820
Western Australia,Australia,2021-04-03,947,9
Australian Capital Territory,Australia,2021-04-04,123,3
New South Wales,Australia,2021-04-04,5303,54
Northern Territory,Australia,2021-04-04,112,0
Queensland,Australia,2021-04-04,1492,6
South Australia,Australia,2021-04-04,661,4
Tasmania,Australia,2021-04-04,234,13
Victoria,Australia,2021-04-04,20484,820
Western Australia,Australia,2021-04-04,948,9
Australian Capital Territory,Australia,2021-04-05,123,3
New South Wales,Australia,2021-04-05,5310,54
Northern Territory,Australia,2021-04-05,112,0
Queensland,Australia,2021-04-05,1491,6
South Australia,Australia,2021-04-05,661,4
Tasmania,Australia,2021-04-05,234,13
Victoria,Australia,2021-04-05,20484,820
Western Australia,Australia,2021-04-05,950,9
Australian Capital Territory,Australia,2021-04-06,123,3
